Source User,Category,Verdict,AD Group,Count
example_domain\joshua.haney,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\joshua.haney,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\joshua.haney,,The category is not a standard Palo Alto content/function-based category,irrelevant,2
example_domain\joshua.haney,music,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\joshua.haney,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\joshua.haney,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\joshua.haney,games,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\robert.bates,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,222579
example_domain\robert.bates,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,11571
example_domain\robert.bates,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,5405
example_domain\robert.bates,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3319
example_domain\robert.bates,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,3264
example_domain\robert.bates,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,2976
example_domain\robert.bates,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,2074
example_domain\robert.bates,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,611
example_domain\robert.bates,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,233
example_domain\robert.bates,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,140
example_domain\robert.bates,news,The URL category is going to be allowed provided the user is authenticated,known-user,140
example_domain\robert.bates,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,63
example_domain\robert.bates,travel,The URL category is going to be allowed provided the user is authenticated,known-user,52
example_domain\robert.bates,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,49
example_domain\robert.bates,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,44
example_domain\robert.bates,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,34
example_domain\robert.bates,games,The URL category is going to be allowed provided the user is authenticated,known-user,32
example_domain\robert.bates,,The category is not a standard Palo Alto content/function-based category,irrelevant,23
example_domain\robert.bates,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\robert.bates,society,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\robert.bates,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\robert.bates,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\robert.bates,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\robert.bates,music,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\robert.bates,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\robert.bates,sports,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\robert.bates,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\robert.bates,translation,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\robert.bates,government,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\robert.bates,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\robert.bates,auctions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\robert.bates,religion,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\robert.bates,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\robert.bates,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\nicholas.thompson,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,219793
example_domain\nicholas.thompson,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,15757
example_domain\nicholas.thompson,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,6708
example_domain\nicholas.thompson,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,4686
example_domain\nicholas.thompson,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3422
example_domain\nicholas.thompson,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,361
example_domain\nicholas.thompson,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,277
example_domain\nicholas.thompson,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,226
example_domain\nicholas.thompson,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,116
example_domain\nicholas.thompson,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,45
example_domain\nicholas.thompson,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,31
example_domain\nicholas.thompson,news,The URL category is going to be allowed provided the user is authenticated,known-user,20
example_domain\nicholas.thompson,travel,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\nicholas.thompson,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\nicholas.thompson,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\nicholas.thompson,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\nicholas.thompson,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\nicholas.thompson,legal,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\nicholas.thompson,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\nicholas.thompson,government,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\nicholas.thompson,sports,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,244482
example_domain\david.brown,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3455
example_domain\david.brown,society,The URL category is going to be allowed provided the user is authenticated,known-user,1188
example_domain\david.brown,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,696
example_domain\david.brown,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,452
example_domain\david.brown,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,424
example_domain\david.brown,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,273
example_domain\david.brown,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,131
example_domain\david.brown,travel,The URL category is going to be allowed provided the user is authenticated,known-user,86
example_domain\david.brown,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,58
example_domain\david.brown,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,38
example_domain\david.brown,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\david.brown,music,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\david.brown,news,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\david.brown,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\david.brown,,The category is not a standard Palo Alto content/function-based category,irrelevant,6
example_domain\david.brown,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\david.brown,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\david.brown,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\david.brown,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,games,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\david.brown,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\holly.lara,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,244332
example_domain\holly.lara,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3096
example_domain\holly.lara,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,2161
example_domain\holly.lara,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,252
example_domain\holly.lara,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,206
example_domain\holly.lara,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,75
example_domain\holly.lara,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,56
example_domain\holly.lara,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,40
example_domain\holly.lara,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,31
example_domain\holly.lara,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,29
example_domain\holly.lara,travel,The URL category is going to be allowed provided the user is authenticated,known-user,17
example_domain\holly.lara,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\holly.lara,news,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\holly.lara,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\holly.lara,legal,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\holly.lara,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\holly.lara,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\holly.lara,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\holly.lara,translation,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\holly.lara,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\holly.lara,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\holly.lara,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\holly.lara,government,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\holly.lara,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\holly.lara,philosophy-and-political-advocacy,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\holly.lara,sports,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\alexis.kelley,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,242862
example_domain\alexis.kelley,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3592
example_domain\alexis.kelley,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,2478
example_domain\alexis.kelley,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,529
example_domain\alexis.kelley,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,265
example_domain\alexis.kelley,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,134
example_domain\alexis.kelley,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,119
example_domain\alexis.kelley,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,43
example_domain\alexis.kelley,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\alexis.kelley,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\alexis.kelley,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\alexis.kelley,news,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\alexis.kelley,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\alexis.kelley,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\alexis.kelley,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\alexis.kelley,travel,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\alexis.kelley,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\alexis.kelley,auctions,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\alexis.kelley,government,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\alexis.kelley,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\alexis.kelley,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.wiggins,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,240037
example_domain\ashley.wiggins,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3943
example_domain\ashley.wiggins,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1881
example_domain\ashley.wiggins,society,The URL category is going to be allowed provided the user is authenticated,known-user,1457
example_domain\ashley.wiggins,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,1213
example_domain\ashley.wiggins,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,456
example_domain\ashley.wiggins,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,349
example_domain\ashley.wiggins,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,214
example_domain\ashley.wiggins,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,195
example_domain\ashley.wiggins,travel,The URL category is going to be allowed provided the user is authenticated,known-user,84
example_domain\ashley.wiggins,news,The URL category is going to be allowed provided the user is authenticated,known-user,65
example_domain\ashley.wiggins,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,54
example_domain\ashley.wiggins,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,50
example_domain\ashley.wiggins,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,20
example_domain\ashley.wiggins,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\ashley.wiggins,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\ashley.wiggins,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\ashley.wiggins,,The category is not a standard Palo Alto content/function-based category,irrelevant,5
example_domain\ashley.wiggins,auctions,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\ashley.wiggins,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\ashley.wiggins,translation,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\ashley.wiggins,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.wiggins,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.wiggins,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.wiggins,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.wiggins,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.wiggins,sports,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\anna.ramos,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,245495
example_domain\anna.ramos,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,2727
example_domain\anna.ramos,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,665
example_domain\anna.ramos,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,110
example_domain\anna.ramos,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,46
example_domain\anna.ramos,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,32
example_domain\anna.ramos,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,17
example_domain\anna.ramos,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\anna.ramos,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\anna.ramos,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\anna.ramos,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\anna.ramos,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\anna.ramos,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\anna.ramos,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\anna.ramos,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\anna.ramos,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\kimberly.banks,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,237489
example_domain\kimberly.banks,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,4056
example_domain\kimberly.banks,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,3041
example_domain\kimberly.banks,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,2629
example_domain\kimberly.banks,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,836
example_domain\kimberly.banks,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,94
example_domain\kimberly.banks,,The category is not a standard Palo Alto content/function-based category,irrelevant,68
example_domain\kimberly.banks,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,68
example_domain\kimberly.banks,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,63
example_domain\kimberly.banks,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,60
example_domain\kimberly.banks,news,The URL category is going to be allowed provided the user is authenticated,known-user,38
example_domain\kimberly.banks,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,23
example_domain\kimberly.banks,games,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\kimberly.banks,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\kimberly.banks,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\kimberly.banks,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\kimberly.banks,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\kimberly.banks,society,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\kimberly.banks,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\kimberly.banks,travel,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\kimberly.banks,music,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\kimberly.banks,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\kimberly.banks,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\kimberly.banks,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\kimberly.banks,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\kimberly.banks,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\kimberly.banks,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\kimberly.banks,sports,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephen.bowen,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,243068
example_domain\stephen.bowen,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,2725
example_domain\stephen.bowen,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,713
example_domain\stephen.bowen,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,705
example_domain\stephen.bowen,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,701
example_domain\stephen.bowen,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,141
example_domain\stephen.bowen,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,46
example_domain\stephen.bowen,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,43
example_domain\stephen.bowen,government,The URL category is going to be allowed provided the user is authenticated,known-user,38
example_domain\stephen.bowen,,The category is not a standard Palo Alto content/function-based category,irrelevant,23
example_domain\stephen.bowen,music,The URL category is going to be allowed provided the user is authenticated,known-user,19
example_domain\stephen.bowen,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\stephen.bowen,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\stephen.bowen,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\stephen.bowen,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\stephen.bowen,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\stephen.bowen,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\stephen.bowen,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\stephen.bowen,news,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\stephen.bowen,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\stephen.bowen,travel,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephen.bowen,auctions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephen.bowen,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephen.bowen,society,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephen.bowen,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephen.bowen,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\michael.hinton,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,237571
example_domain\michael.hinton,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,3854
example_domain\michael.hinton,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,2898
example_domain\michael.hinton,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,2559
example_domain\michael.hinton,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,926
example_domain\michael.hinton,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,150
example_domain\michael.hinton,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,82
example_domain\michael.hinton,news,The URL category is going to be allowed provided the user is authenticated,known-user,66
example_domain\michael.hinton,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,66
example_domain\michael.hinton,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\michael.hinton,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\michael.hinton,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\michael.hinton,society,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\michael.hinton,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\michael.hinton,games,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\michael.hinton,travel,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\michael.hinton,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\alan.martin,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,232573
example_domain\alan.martin,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,5719
example_domain\alan.martin,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,4725
example_domain\alan.martin,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3427
example_domain\alan.martin,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,692
example_domain\alan.martin,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,210
example_domain\alan.martin,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,179
example_domain\alan.martin,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,122
example_domain\alan.martin,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,109
example_domain\alan.martin,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,52
example_domain\alan.martin,news,The URL category is going to be allowed provided the user is authenticated,known-user,35
example_domain\alan.martin,games,The URL category is going to be allowed provided the user is authenticated,known-user,30
example_domain\alan.martin,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,26
example_domain\alan.martin,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\alan.martin,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\alan.martin,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\alan.martin,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\alan.martin,society,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\alan.martin,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\alan.martin,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\alan.martin,travel,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\alan.martin,,The category is not a standard Palo Alto content/function-based category,irrelevant,3
example_domain\alan.martin,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\alan.martin,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\alan.martin,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephanie.griffith,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,239054
example_domain\stephanie.griffith,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,3447
example_domain\stephanie.griffith,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1735
example_domain\stephanie.griffith,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,1006
example_domain\stephanie.griffith,translation,The URL category is going to be allowed provided the user is authenticated,known-user,799
example_domain\stephanie.griffith,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,722
example_domain\stephanie.griffith,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,401
example_domain\stephanie.griffith,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,354
example_domain\stephanie.griffith,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,321
example_domain\stephanie.griffith,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,32
example_domain\stephanie.griffith,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,17
example_domain\stephanie.griffith,news,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\stephanie.griffith,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\stephanie.griffith,society,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\stephanie.griffith,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\stephanie.griffith,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\stephanie.griffith,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\stephanie.griffith,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\stephanie.griffith,government,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\stephanie.griffith,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\stephanie.griffith,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\stephanie.griffith,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephanie.griffith,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephanie.griffith,legal,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephanie.griffith,philosophy-and-political-advocacy,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\lindsey.miller,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,225786
example_domain\lindsey.miller,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,4999
example_domain\lindsey.miller,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,4851
example_domain\lindsey.miller,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,4073
